"Index","Room","Ren","DT","TM","S1_L","S2_L","S3_L","S1_T","S2_T","S3_T","FN"
2131,"111","New",10,17,1,1,1,22.822,22.711,24.324,1118
2132,"111","New",43,21,0,0,1,20.594,18.48,23.852,1054
2133,"311","Old",45,14,1,1,1,24.125,23.402,24.139,1058
2134,"211","New",24,16,0,0,1,23.011,21.566,21.82,1100
2135,"311","Old",39,23,1,1,1,20.958,21.604,22.624,1113
2136,"111","New",4,21,1,1,1,17.904,17.474,24.09,1114
2137,"211","New",42,3,1,1,1,21.88,24.601,25.44,1093
2138,"311","Old",2,12,0,0,1,22.686,21.683,19.498,1172
2139,"111","New",37,22,1,1,1,23.836,22.069,19.369,1143
2140,"311","Old",21,19,1,1,1,20.573,22.737,21.775,1092
2141,"211","New",40,13,0,0,1,25.627,21.814,23.456,1151
2142,"311","Old",11,15,1,1,1,20.511,22.575,25.514,1093
2143,"111","New",10,18,0,0,1,18.719,22.682,26.854,1118
2144,"311","Old",58,18,0,0,1,18.662,22.711,22.984,1138
2145,"211","New",22,4,0,0,1,25.087,23.187,22.253,1074
2146,"311","Old",32,11,1,1,1,21.599,19.743,23.386,1109
2147,"211","New",46,7,0,0,1,21.633,21.868,24.255,1084
2148,"311","Old",28,11,0,0,1,26.405,24.642,23.699,1119
2149,"311","Old",33,15,0,0,1,22.221,22.885,22.077,1134
2150,"311","Old",14,20,0,0,1,25.03,25.595,23.589,1105
2151,"211","New",15,18,1,1,1,24.81,22.837,24.907,1070
2152,"311","Old",24,11,1,1,1,19.434,21.175,25.119,1101
2153,"211","New",46,2,0,0,1,23.408,23.168,21.256,1156
2154,"211","New",11,15,0,0,1,20.588,19.376,22.442,1105
2155,"211","New",2,16,1,1,1,20.256,22.689,21.023,1155
2156,"311","Old",42,15,1,1,1,27.22,22.178,25.158,1021
2157,"111","New",57,7,0,0,1,21.747,24.425,23.704,1080
2158,"211","New",47,24,1,1,1,22.341,25.657,24.462,1067
2159,"111","New",58,2,0,0,1,24.782,18.367,24.958,1057
2160,"111","New",56,8,1,1,1,24.91,22.031,22.053,1092
2161,"111","New",1,-12,1,1,1,20.534,21.475,23.673,1123
2162,"311","Old",53,15,0,0,1,20.216,23.046,23.406,1123
2163,"111","New",45,2,1,1,1,18.885,17.197,21.73,1077
2164,"111","New",12,22,0,0,1,23.512,23.044,23.926,1111
2165,"311","Old",52,2,0,0,1,21.389,24.128,21.956,1118
2166,"311","Old",7,22,0,0,1,24.983,27.03,22.045,1096
2167,"211","New",44,5,1,1,1,24.149,21.073,21.245,1105
2168,"111","New",34,18,1,1,1,19.933,17.681,23,1090
2169,"211","New",50,1,0,0,1,22.935,23.834,22.164,1080
2170,"211","New",13,4,0,0,1,25.873,23.219,20.619,1093
2171,"211","New",36,10,0,0,1,22.271,23.741,21.288,1061
2172,"111","New",12,18,1,1,1,21.717,21.675,18.588,1145
2173,"311","Old",14,11,0,0,1,25.892,22.013,21.783,1101
2174,"111","New",6,20,0,0,1,21.424,21.769,25.824,1106
2175,"111","New",11,17,0,0,1,21.365,21.847,25.093,1084
2176,"311","Old",28,6,0,0,1,23.33,21.944,21.53,1088
2177,"111","New",48,13,1,1,1,21.799,19.857,22.582,1180
2178,"311","Old",8,11,1,1,1,22.428,22.284,24.183,1113
2179,"311","Old",52,6,1,1,1,23.894,21.968,25.396,1116
2180,"211","New",25,7,1,1,1,27.393,21.704,25.738,1084
2181,"111","New",39,22,0,0,1,20.584,20.872,23.105,1068
2182,"111","New",22,1,0,0,1,23.244,22.203,22.731,1091
2183,"311","Old",58,11,0,0,1,23.293,20.435,23.582,1118
2184,"311","Old",11,21,0,0,1,25.158,22.717,25.707,1073
2185,"211","New",15,22,0,0,1,23.207,24.614,20.128,1112
2186,"111","New",48,15,0,0,1,19.133,22.687,24.824,1140
2187,"211","New",36,17,0,0,1,24.076,23.697,19.771,1097
2188,"311","Old",2,8,1,1,1,20.894,24.271,23.695,1132
2189,"211","New",34,24,1,1,1,21.759,22.941,25.291,1089
2190,"211","New",50,22,0,0,1,24.691,24.569,20.339,1085
2191,"211","New",45,17,1,1,1,23.557,24.435,23.829,1119
2192,"111","New",60,10,0,0,1,22.908,20.29,21.71,1058
2193,"111","New",31,20,1,1,1,18.649,23.46,26.513,1048
2194,"111","New",37,21,1,1,1,20.629,20.837,22.708,1125
2195,"111","New",45,3,1,1,1,20.555,24.016,21.976,1143
2196,"211","New",6,9,0,0,1,24.554,24.715,24.814,1069
2197,"211","New",27,5,1,1,1,26.482,24.398,19.876,1049
2198,"311","Old",6,2,0,0,1,23.049,23.752,22.553,1101
2199,"311","Old",27,18,0,0,1,20.161,27.681,21.366,1064
2200,"111","New",32,17,0,0,1,22.679,22.075,21.463,1024
2201,"111","New",58,6,0,0,1,22.829,22.943,25.928,1104
2202,"311","Old",38,6,1,1,1,24.223,22.665,24.604,1121
2203,"311","Old",31,24,1,1,1,21.169,20.895,20.647,1051
2204,"111","New",5,20,1,1,1,21.447,20.929,25.19,1089
2205,"111","New",59,15,1,1,1,20.158,23.084,20.986,1112
2206,"111","New",24,3,0,0,1,21.791,20.653,26.329,1024
2207,"111","New",41,24,1,1,1,21.016,19.922,21.263,1132
2208,"111","New",39,7,1,1,1,21.002,21.233,21.512,1119
2209,"311","Old",60,6,0,0,1,22.87,21.591,20.785,1114
2210,"111","New",38,14,1,1,1,23.344,20.622,23.737,1076
2211,"111","New",46,12,0,0,1,19.951,17.364,27.822,1072
2212,"111","New",60,22,1,1,1,23.431,17.433,28.002,1017
2213,"311","Old",33,4,0,0,1,22.014,23.289,21.299,1105
2214,"111","New",35,10,1,1,1,20.634,20.726,22.593,1101
2215,"111","New",11,13,0,0,1,23.766,22.306,18.596,1149
2216,"311","Old",14,3,1,1,1,21.768,23.623,23.485,1122
2217,"211","New",14,12,1,1,1,19.832,24.963,23.936,1153
2218,"111","New",58,24,0,0,1,26.538,21.383,23.437,1074
2219,"111","New",58,9,1,1,1,20.759,19.243,24.914,1113
2220,"111","New",4,5,0,0,1,19.942,19.206,25.583,1086
2221,"311","Old",51,11,0,0,1,22.187,21.047,22.204,1068
2222,"111","New",2,8,1,1,1,20.984,23.714,27.197,1122
2223,"311","Old",34,9,1,1,1,26.12,21.535,22.448,1068
2224,"111","New",42,6,0,0,1,23.381,19.315,22.809,1110
2225,"211","New",43,15,1,1,1,24.846,24.468,18.76,1081
2226,"211","New",30,12,1,1,1,25.017,21.993,20.202,1146
2227,"111","New",43,1,0,0,1,20.787,24.102,25.039,1103
2228,"111","New",4,18,0,0,1,23.168,21.003,21.2,1104
2229,"111","New",44,20,0,0,1,23.944,24.254,19.917,1144
2230,"111","New",4,20,0,0,1,21.167,21.641,20.445,1101
2231,"111","New",29,24,1,1,1,21.647,16.941,19.899,1113
2232,"111","New",53,16,0,0,1,25.966,19.941,25.362,1089
2233,"111","New",59,21,0,0,1,21.098,21.456,25.944,1096
2234,"211","New",28,4,0,0,1,24.407,23.094,21.938,1125
2235,"211","New",60,12,1,1,1,22.894,25.527,24.889,1124
2236,"211","New",45,20,0,0,1,24.43,22.708,21.837,1046
2237,"311","Old",4,23,1,1,1,20.814,23.896,23.752,1157
2238,"211","New",48,23,1,1,1,21.883,25.887,21.093,1055
2239,"211","New",18,4,1,1,1,22.761,23.117,21.812,1077
2240,"111","New",35,12,0,0,1,22.101,24.33,20.838,1113
2241,"111","New",4,17,1,1,1,19.105,20.972,25.221,1101
2242,"211","New",46,14,0,0,1,23.348,26.834,24.893,1088
2243,"111","New",18,14,1,1,1,22.882,19.352,25.548,1230
2244,"111","New",40,8,0,0,1,20.53,19.901,20.704,1112
2245,"111","New",22,12,1,1,1,19.846,22.816,21.661,1120
2246,"311","Old",49,18,1,1,1,21.643,19.902,23.065,1140
2247,"311","Old",26,2,0,0,1,27.177,20.96,22.273,1125
2248,"111","New",55,8,1,1,1,20.739,19.535,21.175,1099
2249,"311","Old",45,17,0,0,1,22.507,21.789,23.598,1056
2250,"111","New",14,1,1,1,1,21.396,21.788,23.527,1084
2251,"311","Old",44,22,0,0,1,21.268,20.757,22.877,1166
2252,"311","Old",42,13,1,1,1,19.143,27.522,17.821,1115
2253,"111","New",26,12,1,1,1,23.097,24.727,27.399,1096
2254,"311","Old",56,21,1,1,1,23.002,24.702,23.594,1110
2255,"111","New",57,18,1,1,1,24.269,19.603,23.822,1077
2256,"211","New",31,6,0,0,1,19.689,21.046,23.908,1049
2257,"211","New",37,2,1,1,1,18.667,26.523,25.95,1082
2258,"111","New",24,2,1,1,1,24.379,21.217,20.816,1072
2259,"111","New",3,11,0,0,1,24.211,21.754,24.255,1122
2260,"111","New",23,1,1,1,1,21.406,23.349,22.191,1031
2261,"311","Old",26,11,0,0,1,24.024,21.197,24.212,1072
2262,"211","New",43,17,1,1,1,22.194,22.134,25.048,1133
2263,"111","New",6,11,1,1,1,23.303,21.03,25.634,1107
2264,"211","New",42,16,1,1,1,22.704,24.222,25.661,1138
2265,"211","New",31,19,0,0,1,25.96,24.06,24.537,1064
2266,"211","New",31,8,1,1,1,19.169,21.307,24.702,1124
2267,"211","New",28,1,1,1,1,25.276,24.198,21.112,1133
2268,"111","New",45,14,0,0,1,24.359,20.929,23.036,1075
2269,"211","New",60,13,0,0,1,18.587,23.539,23.116,1129
2270,"111","New",30,24,0,0,1,23.737,21.835,21.579,1145
2271,"311","Old",25,13,1,1,1,20.856,22.948,24.904,1081
2272,"211","New",7,24,1,1,1,22.411,20.335,24.485,1122
2273,"111","New",33,1,0,0,1,24.019,18.858,19.679,1139
2274,"111","New",7,19,0,0,1,24.624,21.25,22.92,1094
2275,"211","New",48,13,1,1,1,21.123,24.644,20.967,1072
2276,"311","Old",8,4,0,0,1,19.81,23.964,23.894,1152
2277,"211","New",6,20,1,1,1,21.406,26.148,23.001,1098
2278,"211","New",11,22,1,1,1,22.499,22.33,25.37,1119
2279,"311","Old",6,8,1,1,1,24.652,25.5,23.708,1110
2280,"211","New",23,9,0,0,1,26.207,27.626,26.264,1097
2281,"211","New",22,1,1,1,1,25.101,23.004,26.415,1082
2282,"311","Old",17,16,0,0,1,21.24,21.266,21.347,1047
2283,"311","Old",56,7,1,1,1,21.176,22.603,23.637,1093
2284,"111","New",18,1,0,0,1,23.275,19.337,23.337,1059
2285,"211","New",54,8,1,1,1,20.024,21.388,25.293,1124
2286,"111","New",51,21,1,1,1,22.594,22.959,20.794,1090
2287,"311","Old",7,1,1,1,1,26.479,23.072,22.412,1082
2288,"311","Old",33,12,1,1,1,18.242,25.595,23.138,1061
2289,"211","New",29,17,1,1,1,22.69,25.559,23.006,1055
2290,"111","New",1,6,1,1,1,23.278,18.5,19.036,1137
2291,"311","Old",43,24,1,1,1,27.097,22.539,24.022,1111
2292,"111","New",32,1,1,1,1,19.462,21.239,26.426,1091
2293,"311","Old",57,11,0,0,1,26.768,23.238,24.282,1051
2294,"211","New",21,14,1,1,1,25.212,24.577,24.446,1119
2295,"111","New",35,18,1,1,1,22.256,19.688,21.688,1121
2296,"311","Old",28,2,0,0,1,22.663,25.342,23.726,1073
2297,"111","New",56,9,0,0,1,20.085,20.838,24.044,1060
2298,"111","New",25,7,1,1,1,23.158,20.171,22.705,1096
2299,"311","Old",45,20,0,0,1,19.892,20.929,22.559,1131
2300,"211","New",24,18,1,1,1,22.02,27.628,21.951,1120
2301,"311","Old",36,13,0,0,1,22.679,22.074,20.486,1153
2302,"111","New",31,10,0,0,1,22.57,20.585,21.198,1072
2303,"311","Old",54,4,0,0,1,24.098,23.013,21.55,1101
2304,"311","Old",24,17,0,0,1,22.428,26.61,21.674,1092
2305,"311","Old",38,3,1,1,1,22.839,22.61,23.041,1067
2306,"311","Old",58,21,1,1,1,24.337,25.044,22.237,1103
2307,"311","Old",21,14,0,0,1,22.67,22.444,20.501,1096
2308,"111","New",21,12,0,0,1,21.147,22.61,22.832,1095
2309,"311","Old",25,1,0,0,1,23.433,23.735,21.689,1069
2310,"111","New",10,19,0,0,1,20.906,23.62,21.316,1115
2311,"211","New",53,13,0,0,1,23.006,24.295,20.82,1120
2312,"211","New",9,9,1,1,1,23.893,20.458,22.35,1045
2313,"111","New",60,16,1,1,1,18.712,21.74,26.47,1130
2314,"311","Old",14,9,0,0,1,27.961,22.41,21.092,1037
2315,"111","New",12,23,0,0,1,23.965,24.13,21.579,1048
2316,"211","New",17,19,0,0,1,19.719,20.627,24.392,1045
2317,"311","Old",37,6,1,1,1,25.278,20.896,21.699,1205
2318,"211","New",39,16,0,0,1,24.472,22.533,24.472,1124
2319,"211","New",34,12,1,1,1,23.104,23.619,22.436,1043
2320,"211","New",12,3,1,1,1,21.876,21.862,23.876,1190
2321,"311","Old",20,13,1,1,1,21.085,23.819,20.937,1133
2322,"111","New",58,19,1,1,1,20.824,21.782,19.999,1148
2323,"111","New",23,10,0,0,1,21.12,25.412,24.341,1076
2324,"311","Old",50,12,0,0,1,20.359,24.016,24.934,1097
2325,"111","New",50,15,1,1,1,21.429,23.737,21.072,1108
2326,"311","Old",23,13,0,0,1,22.983,27.987,20.827,1058
2327,"111","New",41,12,0,0,1,21.426,20.305,24.832,1102
2328,"111","New",29,16,0,0,1,22.993,25.456,25.234,1154
2329,"211","New",37,16,1,1,1,22.116,22.416,22.093,1111
2330,"111","New",45,24,1,1,1,24.003,19.936,23.565,1076
2331,"211","New",28,19,0,0,1,22.23,21.882,24.459,1111
2332,"311","Old",31,21,0,0,1,18.322,23.157,21.189,1129
2333,"211","New",54,24,0,0,1,26.358,23.331,24.43,1110
2334,"211","New",59,6,0,0,1,26.763,19.253,24.489,1103
2335,"311","Old",58,23,0,0,1,20.896,27.309,24.782,1179
2336,"211","New",14,16,0,0,1,19.795,21.483,25.149,1094
2337,"111","New",12,19,0,0,1,21.374,21.031,23.158,1122
2338,"111","New",54,12,0,0,1,23.434,22.286,22.749,1065
2339,"211","New",44,17,0,0,1,24.63,24.846,22.146,1131
2340,"311","Old",43,8,0,0,1,22.578,19.854,25.367,1099
2341,"311","Old",35,9,1,1,1,24.75,25.628,23.504,1067
2342,"311","Old",7,24,1,1,1,22.718,22.903,23.778,1093
2343,"111","New",33,17,1,1,1,23.481,19.659,25.177,1073
2344,"111","New",50,17,0,0,1,24.719,18.93,23.51,1105
2345,"111","New",3,8,0,0,1,22.657,21.201,23.717,1111
2346,"311","Old",4,10,0,0,1,24.09,20.185,23.317,1016
2347,"111","New",33,15,1,1,1,16.963,18.638,25.683,1072
2348,"111","New",10,12,1,1,1,22.342,18.137,21.943,1079
2349,"111","New",41,10,0,0,1,19.192,20.607,23.549,1120
2350,"111","New",5,9,1,1,1,18.619,21.451,21.5,1062
2351,"311","Old",3,16,0,0,1,23.284,23.336,23.265,1123
2352,"111","New",47,2,0,0,1,22.008,21.735,20.742,1105
2353,"311","Old",9,6,0,0,1,19.506,22.231,24.898,1125
2354,"211","New",11,4,1,1,1,27.646,25.455,21.613,1115
2355,"211","New",5,11,0,0,1,24.486,19.863,21.597,1039
2356,"311","Old",47,12,1,1,1,22.368,21.935,22.172,1058
2357,"211","New",17,21,0,0,1,20.474,23.421,27.164,1143
2358,"211","New",33,18,1,1,1,24.942,25.192,25.365,1116
2359,"211","New",3,20,1,1,1,22.162,22.799,21.404,1090
2360,"211","New",16,5,1,1,1,23.752,21.013,22.51,1077
2361,"211","New",24,12,0,0,1,22.332,24.744,22.96,1111
2362,"311","Old",58,13,0,0,1,25.12,24.58,21.547,1144
2363,"111","New",56,16,0,0,1,20.447,22.039,28.332,1094
2364,"311","Old",1,22,0,0,1,22.533,21.485,24.575,1107
2365,"111","New",32,8,1,1,1,20.268,18.406,23.531,1139
2366,"111","New",33,16,0,0,1,24.667,23.475,25.049,1073
2367,"311","Old",46,2,1,1,1,21.557,23.758,24.557,1083
2368,"311","Old",7,7,1,1,1,24.565,23.634,20.757,1181
2369,"311","Old",54,9,1,1,1,26.456,24.48,21.81,1076
2370,"211","New",23,2,0,0,1,20.134,20.463,21.106,1072
2371,"211","New",12,20,1,1,1,22.024,29.723,21.82,1070
2372,"111","New",12,24,0,0,1,20.026,26.377,20.724,1117
2373,"211","New",41,15,1,1,1,22.276,23.909,24.526,1154
2374,"311","Old",12,8,0,0,1,21.667,22.858,21.803,1128
2375,"311","Old",5,2,0,0,1,24.083,24.034,23.754,1080
2376,"211","New",16,13,1,1,1,25.36,27.392,20.672,1107
2377,"311","Old",36,8,1,1,1,25.041,22.568,20.422,1114
2378,"211","New",33,23,1,1,1,24.266,20.23,23.076,1110
2379,"311","Old",5,5,1,1,1,24.951,27.013,24.113,1053
2380,"111","New",25,3,1,1,1,22.401,22.719,22.81,1168
2381,"211","New",58,20,1,1,1,21.269,22.272,23.2,1087
2382,"211","New",1,11,1,1,1,24.172,23.871,22.953,1165
2383,"111","New",57,19,0,0,1,20.864,24.374,22.06,1072
2384,"211","New",38,3,0,0,1,23.163,23.941,23.305,1071
2385,"111","New",45,21,0,0,1,23.163,21.674,23.229,1095
2386,"211","New",1,4,1,1,1,22.856,20.964,23.068,1086
2387,"111","New",9,16,1,1,1,18.897,17.435,22.327,1058
2388,"211","New",31,20,1,1,1,20.583,23.372,25.754,1103
2389,"111","New",2,7,1,1,1,22.744,20.377,24.428,1105
2390,"211","New",18,16,1,1,1,22.341,26.395,23.26,1043
2391,"211","New",34,4,0,0,1,25.435,24.559,22.125,1121
2392,"211","New",43,19,0,0,1,21.704,21.178,24.425,1137
2393,"211","New",15,7,0,0,1,19.754,21.329,20.831,1084
2394,"111","New",16,15,1,1,1,23.121,21.548,21.119,1123
2395,"311","Old",11,1,0,0,1,23.415,23.198,21.895,1115
2396,"211","New",7,2,0,0,1,19.596,20.573,24.118,1021
2397,"311","Old",39,5,1,1,1,22.217,23.099,24.342,1136
2398,"211","New",7,9,1,1,1,23.627,24.251,24.997,1108
2399,"111","New",10,7,0,0,1,21.457,19.461,24.764,1105
2400,"111","New",23,20,0,0,1,23.85,23.669,23.027,1102
2401,"311","Old",29,10,1,1,1,24.527,27.087,21.639,1128
2402,"311","Old",52,19,0,0,1,24.545,23.568,25.056,1137
2403,"311","Old",18,23,1,1,1,24.084,22.408,24.847,1142
2404,"211","New",27,18,1,1,1,23.984,19.195,25.657,1123
2405,"311","Old",16,13,1,1,1,23.467,21.588,21.864,1132
2406,"111","New",48,17,0,0,1,21.206,21.989,22.681,1096
2407,"311","Old",9,13,0,0,1,26.579,23.374,23.64,1095
2408,"211","New",60,1,0,0,1,21.094,22.607,22.569,1125
2409,"211","New",57,22,0,0,1,21.667,21.31,20.165,1059
2410,"111","New",49,11,1,1,1,22.112,21.673,18.991,1049
2411,"311","Old",26,24,0,0,1,21.792,21.444,24.327,1071
2412,"311","Old",8,6,1,1,1,24.428,22.215,22.233,1089
2413,"211","New",3,16,1,1,1,23.459,23.37,25.825,1188
2414,"111","New",9,18,1,1,1,17.283,25.739,20.515,1086
2415,"311","Old",21,21,1,1,1,25.343,25.626,22.214,1122
2416,"111","New",37,19,0,0,1,17.875,23.377,22.204,1058
2417,"311","Old",12,24,1,1,1,24.421,22.346,21.594,1068
2418,"111","New",19,10,0,0,1,24.256,21.775,21.451,1085
2419,"211","New",19,24,1,1,1,24.631,23.924,25.227,1082
2420,"311","Old",41,13,1,1,1,24.329,21.831,25.718,1156
2421,"211","New",56,23,1,1,1,22.866,22.535,22.909,1086
2422,"111","New",15,5,1,1,1,19.324,18.988,23.01,1198
2423,"311","Old",52,8,0,0,1,25.023,22.234,25.526,1099
2424,"311","Old",30,7,1,1,1,23.462,25.271,20.261,1133
2425,"111","New",26,8,1,1,1,24.42,18.759,24.498,1057
2426,"211","New",44,19,1,1,1,28.463,19.801,21.341,1113
2427,"311","Old",48,22,1,1,1,27.239,23.999,24.384,1101
2428,"111","New",7,16,0,0,1,23.813,22.24,23.137,1101
2429,"211","New",39,22,0,0,1,20.935,22.405,23.153,1020
2430,"111","New",2,1,1,1,1,22.702,18.855,20.395,1112
2431,"111","New",33,6,1,1,1,20.364,19.914,25.927,1101
2432,"111","New",60,17,1,1,1,20.46,20.357,24.332,1140
2433,"311","Old",42,8,1,1,1,21.521,22.681,24.381,1101
2434,"311","Old",1,24,0,0,1,22.222,22.955,25.033,1034
2435,"111","New",25,1,1,1,1,22.025,22.322,23.691,1129
2436,"311","Old",10,20,1,1,1,21.74,24.995,23.437,1099
2437,"311","Old",33,8,0,0,1,26.122,19.751,26.448,1102
2438,"211","New",17,11,0,0,1,22.8,24.427,19.393,1102
2439,"311","Old",49,3,0,0,1,23.96,20.701,22.646,1157
2440,"311","Old",15,19,0,0,1,25.617,22.153,24.057,1109
2441,"111","New",17,10,1,1,1,19.545,22.635,22.964,1091
2442,"111","New",31,13,1,1,1,19.393,23.375,21.959,1110
2443,"311","Old",25,14,0,0,1,24.507,18.6,23.096,1109
2444,"111","New",34,21,0,0,1,18.988,20.36,19.118,1165
2445,"211","New",26,7,1,1,1,21.646,25.56,26.035,1043
2446,"111","New",55,19,1,1,1,21.72,22.682,27.97,1072
2447,"211","New",44,18,1,1,1,24.508,25.055,21.059,1099
2448,"211","New",18,1,1,1,1,25.608,22.943,25.613,1098
2449,"111","New",27,2,1,1,1,20.793,18.983,23.991,1056
2450,"111","New",31,21,0,0,1,21.227,19.221,23.734,1108
2451,"111","New",38,7,1,1,1,23.594,24.389,23.245,1140
2452,"211","New",51,14,1,1,1,23.029,25.62,26.038,1118
2453,"111","New",29,18,1,1,1,19.812,23.536,25.703,1086
2454,"311","Old",5,10,0,0,1,21.872,23.226,23.536,1080
2455,"311","Old",9,7,0,0,1,22.524,22.984,22.137,1131
2456,"211","New",11,17,1,1,1,23.912,23.833,22.473,1139
2457,"111","New",50,18,1,1,1,21.258,20.636,21.938,1100
2458,"311","Old",20,24,1,1,1,20.168,26.457,25.567,1164
2459,"111","New",20,15,0,0,1,21.471,20.898,23.038,1070
2460,"311","Old",15,22,1,1,1,23.109,22.702,20.704,1072
2461,"311","Old",16,22,0,0,1,21.716,25.966,24.673,1142
2462,"211","New",56,21,1,1,1,21.639,24.301,25.405,1093
2463,"111","New",40,7,1,1,1,19.805,24.266,24.139,1140
2464,"311","Old",36,12,1,1,1,24.104,27.996,22.974,1040
2465,"111","New",13,23,0,0,1,24.081,19.248,23.602,1141
2466,"211","New",28,16,1,1,1,21.925,22.005,20.842,1105
2467,"311","Old",50,13,1,1,1,22.258,19.563,22.81,1158
2468,"211","New",57,9,0,0,1,20.502,23.263,22.617,1093
2469,"311","Old",54,6,1,1,1,23.232,20.686,21.527,1097
2470,"111","New",8,23,0,0,1,17.225,19.808,23.796,1073
2471,"311","Old",51,5,0,0,1,20.982,26.199,23.84,1048
2472,"111","New",4,13,1,1,1,18.942,23.102,21.09,1100
2473,"211","New",30,18,0,0,1,20.761,21.8,21.561,1065
2474,"111","New",59,4,0,0,1,19.281,21.862,22.183,1149
2475,"311","Old",28,22,1,1,1,20.373,18.935,26.555,1094
2476,"211","New",39,13,1,1,1,22.694,23.069,22.931,1061
2477,"211","New",53,4,0,0,1,24.481,25.14,24.527,1087
2478,"311","Old",18,12,0,0,1,22.105,23.368,20.043,1035
2479,"111","New",27,13,0,0,1,19.32,22.955,21.332,1074
2480,"211","New",32,20,0,0,1,21.936,24.417,24.796,1092
2481,"211","New",11,10,0,0,1,24.834,21.192,22.406,1053
2482,"311","Old",49,13,0,0,1,21.332,20.628,21.366,1112
2483,"211","New",32,22,0,0,1,22.928,21.39,18.572,1129
2484,"111","New",6,7,0,0,1,21.825,19.063,20.1,1102
2485,"211","New",46,17,0,0,1,21.268,20.651,21.842,1014
2486,"111","New",19,3,0,0,1,24.383,18.878,25.791,1106
2487,"211","New",51,19,1,1,1,25.893,21.818,22.733,1057
2488,"211","New",25,6,0,0,1,24.403,23.209,24.56,1144
2489,"111","New",29,17,0,0,1,19.503,20.678,22.682,1096
2490,"311","Old",9,9,1,1,1,19.962,20.976,24.796,1072
2491,"311","Old",2,9,1,1,1,22.977,19.831,22.199,1062
2492,"211","New",40,18,1,1,1,23.115,24.088,18.655,1129
2493,"211","New",17,6,0,0,1,24.383,23.462,18.792,1148
2494,"311","Old",48,20,0,0,1,21.853,26.642,24.372,1110
2495,"111","New",42,11,0,0,1,20.3,20.096,23.073,1089
2496,"211","New",29,15,1,1,1,24.079,23.422,21.675,1084
2497,"311","Old",35,23,0,0,1,18.104,17.661,23.806,1086
2498,"211","New",2,2,1,1,1,22.149,21.322,22.338,1076
2499,"111","New",46,6,1,1,1,22.535,18.626,22.028,1112
2500,"111","New",45,17,1,1,1,20.879,21.722,19.421,1119
2501,"211","New",37,13,0,0,1,23.051,24.641,22.002,1064
2502,"211","New",51,10,0,0,1,25.513,23.014,24.41,1070
2503,"311","Old",8,14,0,0,1,23.118,23.265,25.354,1122
2504,"211","New",9,7,0,0,1,23.147,21.684,27.086,1096
2505,"111","New",31,6,0,0,1,22.509,18.883,22.363,1059
2506,"111","New",30,11,0,0,1,24.153,21.579,23.237,1072
2507,"311","Old",45,2,1,1,1,20.291,23.175,23.834,1131
2508,"311","Old",60,13,1,1,1,20.738,20.593,21.2,1147
2509,"311","Old",47,4,0,0,1,22.985,22.501,18.43,1121
2510,"111","New",45,22,0,0,1,18.719,20.149,20.551,1097
2511,"311","Old",12,20,0,0,1,23.884,23.848,24.569,1064
2512,"111","New",49,24,0,0,1,25.046,20.747,21.026,1098
2513,"111","New",60,20,1,1,1,21.404,25.326,23.233,1110
2514,"111","New",13,22,1,1,1,18.651,20.605,19.234,1021
2515,"311","Old",7,21,1,1,1,22.631,23.169,21.704,1101
2516,"111","New",41,15,1,1,1,22.176,22.367,23.888,1128
2517,"311","Old",4,9,0,0,1,19.213,20.23,23.941,1088
2518,"211","New",41,5,0,0,1,20.7,22.41,24.499,1047
2519,"211","New",55,4,1,1,1,24.077,23.105,23.454,1096
2520,"311","Old",44,13,0,0,1,24.299,22.788,27.796,1083
2521,"111","New",5,8,0,0,1,20.497,19.401,23.018,1083
2522,"211","New",32,19,0,0,1,21.247,20.884,16.883,1081
2523,"311","Old",52,17,0,0,1,26.302,25.325,23.032,1121
2524,"211","New",48,14,1,1,1,24.301,23.027,23.569,1093
2525,"211","New",23,16,1,1,1,24.615,21.44,22.579,1039
2526,"311","Old",47,11,0,0,1,23.621,21.854,21.746,1112
2527,"311","Old",10,17,0,0,1,23.759,23.554,21.168,1143
2528,"311","Old",28,13,1,1,1,24.118,20.567,21.588,1053
2529,"111","New",45,15,0,0,1,20.111,21.022,22.93,1122
2530,"311","Old",18,10,0,0,1,23.875,24.616,25.602,1062
2531,"111","New",55,13,0,0,1,23.053,21.383,22.7,1089
2532,"311","Old",37,8,0,0,1,24.363,21.574,24.041,1061
2533,"111","New",1,5,0,0,1,21.083,17.866,22.027,1120
2534,"311","Old",43,5,0,0,1,22.365,23.401,21.736,1094
2535,"211","New",37,15,0,0,1,21.397,23.506,23.465,1074
2536,"111","New",48,19,0,0,1,22.974,20.49,21.606,1072
2537,"211","New",18,6,1,1,1,21.157,23.824,21.542,1112
2538,"111","New",59,8,0,0,1,24.831,23.665,24,1122
2539,"111","New",22,15,1,1,1,23.581,20.869,23.589,1153
2540,"111","New",55,23,1,1,1,20.303,20.947,23.138,1163
2541,"311","Old",29,2,0,0,1,24.494,23.701,22.819,1132
2542,"211","New",31,17,0,0,1,22.974,23.038,25.192,1111
2543,"311","Old",49,20,0,0,1,19.315,26.187,23.033,1128
2544,"311","Old",42,1,1,1,1,19.661,23.436,21.23,1101
2545,"211","New",29,6,0,0,1,25.623,23.784,25.723,1111
2546,"211","New",11,18,1,1,1,27.857,23.973,24.961,1138
2547,"311","Old",28,1,0,0,1,18.067,20.904,23.384,1092
2548,"311","Old",27,13,0,0,1,19.948,24.592,17.397,1086
