"Prc","Bed","floor","TotFloor","Bath","Sqft","City","Comp","Dist"
680,4,1,2,1,1478,"Blossomville","Leaseflow",10.3
3230,1,1,5,4,1468,"Blossomville","Rentopia",9
4000,1,1,2,2,1346,"Riverport","Rentopia",1.5
2980,4,3,3,2,928,"Riverport","Leaseflow",2.5
4780,1,1,2,4,2185,"Riverport","Rentopia",1.8
2800,1,1,2,1,1943,"Blossomville","Rentopia",4.7
3720,1,2,2,2,2538,"Blossomville","Rentopia",2.3
2020,2,2,5,1,1316,"Blossomville","Rentopia",2.3
1800,2,2,3,2,2253,"Riverport","Rentopia",6.5
2250,3,1,2,1,1473,"Riverport","Leaseflow",2.7
1410,3,1,2,1,653,"Blossomville","Rentopia",2.8
2060,1,2,3,1,515,"Terranova","Rentopia",2.1
5130,1,3,5,4,1939,"Terranova","Leaseflow",5
2060,3,1,8,1,1097,"Riverport","Leaseflow",3
2940,1,2,3,3,895,"Blossomville","Rentopia",3.6
1170,4,1,2,1,1795,"Blossomville","Leaseflow",7.9
2500,4,1,2,4,2587,"Terranova","Rentopia",2.8
2130,4,2,4,2,1223,"Terranova","Leaseflow",2
2120,4,2,2,1,639,"Blossomville","Rentopia",4.3
2920,1,4,5,1,659,"Riverport","Leaseflow",1.2
2920,1,4,5,2,1712,"Blossomville","Leaseflow",3
1710,4,1,2,1,2019,"Terranova","Leaseflow",0.5
3710,1,5,7,1,2573,"Riverport","Leaseflow",3.9
2260,1,1,4,1,654,"Riverport","Rentopia",3.8
4350,1,3,5,3,1325,"Terranova","Leaseflow",1.6
2300,4,2,6,3,1016,"Blossomville","Rentopia",4.9
4030,2,1,1,1,1612,"Riverport","Rentopia",1.7
974,4,1,1,1,714,"Riverport","Leaseflow",2.2
2010,1,2,3,1,1538,"Blossomville","Leaseflow",2.3
973,4,2,2,1,553,"Terranova","Leaseflow",7.3
1160,4,4,9,1,551,"Terranova","Rentopia",0.7
1320,1,1,5,1,2174,"Terranova","Rentopia",9.5
2840,3,6,6,1,1369,"Blossomville","Leaseflow",4.9
3930,1,1,1,4,1647,"Riverport","Rentopia",3.1
2300,2,2,4,4,1449,"Terranova","Rentopia",6.4
2380,2,3,5,1,1889,"Terranova","Rentopia",0.9
1330,3,1,2,1,1969,"Blossomville","Leaseflow",11.1
1440,1,3,4,1,724,"Terranova","Leaseflow",6.5
2210,1,6,10,1,973,"Terranova","Leaseflow",4.8
1830,3,1,5,1,1166,"Riverport","Rentopia",0.8
746,1,4,5,1,674,"Terranova","Rentopia",16.7
4780,1,3,4,4,1630,"Blossomville","Rentopia",3.7
2380,1,2,3,1,1447,"Blossomville","Rentopia",2.7
1650,1,5,7,2,738,"Terranova","Rentopia",10.1
2250,2,3,5,2,1762,"Terranova","Rentopia",1.5
2100,1,1,8,1,1452,"Riverport","Leaseflow",5.2
2560,4,5,6,1,2499,"Riverport","Rentopia",6.8
1910,4,1,7,1,1716,"Blossomville","Rentopia",2.6
1700,1,2,4,1,1359,"Terranova","Leaseflow",3.4
2150,1,2,3,2,644,"Riverport","Leaseflow",2.1
946,1,4,5,1,1086,"Riverport","Leaseflow",8.4
2110,4,3,4,1,1636,"Terranova","Rentopia",2
2530,1,2,4,1,971,"Terranova","Rentopia",1.7
3560,1,4,5,1,756,"Riverport","Leaseflow",3.1
499,3,6,9,1,888,"Terranova","Leaseflow",8
1820,3,4,4,1,1999,"Blossomville","Leaseflow",5.7
3990,1,5,10,2,631,"Terranova","Leaseflow",2.3
4110,1,1,5,4,1322,"Blossomville","Leaseflow",2.2
4990,1,1,1,4,1575,"Blossomville","Rentopia",4.7
2880,1,5,5,1,1509,"Blossomville","Rentopia",2.2
1500,2,2,3,1,1175,"Blossomville","Rentopia",1.3
986,2,1,1,1,1567,"Terranova","Rentopia",7.1
2140,3,1,3,2,1862,"Terranova","Leaseflow",0.6
1930,2,9,9,1,1225,"Terranova","Leaseflow",2.8
1450,4,2,3,1,2596,"Riverport","Leaseflow",1.5
1210,1,1,1,1,1001,"Terranova","Leaseflow",2.5
1780,1,2,2,1,731,"Riverport","Leaseflow",8.9
3080,1,1,2,2,1483,"Terranova","Rentopia",7.2
2270,1,1,5,1,1032,"Blossomville","Leaseflow",7.5
1930,2,1,3,1,2019,"Riverport","Rentopia",3.3
1420,1,2,4,1,1625,"Terranova","Rentopia",9
2550,4,5,5,1,1359,"Blossomville","Rentopia",2.4
3810,4,3,3,1,1846,"Riverport","Leaseflow",0.9
2540,1,1,2,1,1188,"Blossomville","Leaseflow",1.8
2250,2,3,5,1,953,"Blossomville","Rentopia",4.6
1000,2,4,6,2,668,"Terranova","Leaseflow",4.8
1230,1,3,4,1,1481,"Terranova","Leaseflow",3
469,4,1,5,1,638,"Terranova","Leaseflow",9.7
3770,1,5,5,1,1829,"Riverport","Rentopia",1.6
2350,1,4,9,1,645,"Blossomville","Rentopia",4.3
1290,2,1,2,1,981,"Blossomville","Rentopia",4.5
2490,1,1,4,1,1469,"Terranova","Rentopia",2.1
2230,2,2,4,1,1794,"Blossomville","Rentopia",4.1
1310,1,1,1,1,1270,"Terranova","Rentopia",3.2
1790,3,1,4,3,1982,"Blossomville","Leaseflow",8.1
3050,1,1,3,2,1453,"Blossomville","Rentopia",4
4020,1,1,3,2,2230,"Blossomville","Leaseflow",1.6
3460,1,5,5,2,1960,"Riverport","Leaseflow",5.1
2510,2,3,4,2,1277,"Terranova","Leaseflow",1
5320,1,3,6,4,1104,"Riverport","Rentopia",5.1
2050,1,2,4,1,2108,"Blossomville","Rentopia",4.9
2130,1,1,2,1,2265,"Terranova","Rentopia",4.3
3370,4,1,5,1,1921,"Riverport","Rentopia",2.3
1820,4,5,5,1,2174,"Riverport","Rentopia",6.5
1560,2,1,2,1,727,"Blossomville","Rentopia",3.5
2140,2,1,3,1,2308,"Blossomville","Rentopia",8.4
1640,2,1,4,1,1506,"Blossomville","Rentopia",1.5
1550,4,2,2,3,565,"Blossomville","Leaseflow",3.2
1460,1,2,5,1,648,"Terranova","Rentopia",0.9
1890,1,3,5,1,1948,"Terranova","Rentopia",8.7
2310,2,5,9,1,1788,"Blossomville","Rentopia",4.8
2080,1,6,6,1,1141,"Terranova","Rentopia",8.2
1530,2,3,4,4,1582,"Blossomville","Leaseflow",5
1270,2,1,1,2,649,"Riverport","Rentopia",12.9
1350,4,2,5,3,1519,"Blossomville","Rentopia",10
2950,1,1,3,3,1069,"Riverport","Rentopia",6.7
3570,3,3,3,2,1452,"Terranova","Rentopia",2.9
2850,3,1,2,1,1686,"Riverport","Rentopia",4
2470,4,5,5,1,1806,"Blossomville","Rentopia",1.9
2180,4,2,4,1,931,"Riverport","Rentopia",1
2080,1,1,4,1,832,"Riverport","Leaseflow",3.3
2260,1,3,4,1,1467,"Riverport","Rentopia",5
1990,4,2,4,4,648,"Terranova","Rentopia",1.7
1380,3,1,5,2,945,"Riverport","Rentopia",8
4000,1,5,5,2,656,"Riverport","Leaseflow",2
2360,1,1,2,1,1131,"Blossomville","Rentopia",4.7
2170,4,3,4,2,1634,"Blossomville","Rentopia",3.2
3580,1,5,7,1,1217,"Riverport","Rentopia",5.5
1920,3,1,6,4,1248,"Terranova","Rentopia",10.9
1700,1,1,4,1,616,"Terranova","Rentopia",5
3310,4,1,7,2,949,"Riverport","Leaseflow",1.7
2890,3,2,4,3,1246,"Terranova","Leaseflow",2.1
997,3,3,4,3,1969,"Terranova","Rentopia",2.9
